"Date","London futures (£ sterling/tonne)","New York futures (US$/tonne)","ICCO daily price (US$/tonne)","ICCO daily price (Euro/tonne)"
"23/05/2000","661.67","863.67","922.15","1,014.00"
"22/05/2000","667.33","882.00","941.52","1,042.00"
"19/05/2000","672.00","883.00","942.64","1,056.00"
"18/05/2000","649.67","853.00","909.84","1,018.00"
"17/05/2000","641.83","847.33","903.81","1,014.00"
"16/05/2000","648.17","863.33","918.96","1,015.00"
"15/05/2000","624.17","834.33","889.96","972.00"
"12/05/2000","634.50","849.67","908.07","1,001.00"
"11/05/2000","637.83","848.67","904.14","1,000.00"
"10/05/2000","618.00","826.00","883.89","970.00"
"09/05/2000","612.67","821.67","881.39","977.00"
"08/05/2000","608.50","812.33","873.02","977.00"
"05/05/2000","621.67","835.67","894.50","1,002.00"
"04/05/2000","618.83","838.33","898.24","1,007.00"
"03/05/2000","611.67","835.33","896.75","1,005.00"
"02/05/2000","612.67","837.00","898.07","989.00"
"01/05/2000","609.50","823.67","886.47","976.00"
"28/04/2000","606.33","825.33","887.05","974.00"
"27/04/2000","598.00","824.33","884.38","970.00"
"26/04/2000","612.33","841.67","905.60","980.00"
"25/04/2000","616.00","888.67","930.83","1,004.00"
"24/04/2000","622.75","850.33","917.89","976.00"
"20/04/2000","629.50","869.00","932.31","992.00"
"19/04/2000","637.67","888.67","948.30","1,008.00"
"18/04/2000","649.33","909.67","967.17","1,019.00"
"17/04/2000","626.33","879.00","936.71","981.00"
"14/04/2000","604.67","838.00","899.09","940.00"
"13/04/2000","608.83","849.33","908.89","951.00"
"12/04/2000","605.67","837.33","899.55","939.00"
"11/04/2000","609.17","841.00","904.59","939.00"
"10/04/2000","605.67","835.33","897.60","935.00"
"07/04/2000","611.17","845.33","906.73","945.00"
"06/04/2000","614.67","853.67","913.39","952.00"
"05/04/2000","606.00","846.33","905.78","938.00"
"04/04/2000","598.00","831.33","892.81","935.00"
"03/04/2000","583.00","823.33","877.25","918.00"
"31/03/2000","596.67","827.33","889.90","930.00"
"30/03/2000","585.83","834.67","884.49","925.00"
"29/03/2000","606.67","834.67","899.12","943.00"
"28/03/2000","601.67","835.67","895.75","926.00"
"27/03/2000","594.17","838.33","892.23","919.00"
"24/03/2000","612.00","866.00","920.24","947.00"
"23/03/2000","638.83","905.33","958.78","988.00"
"22/03/2000","639.67","889.67","947.12","985.00"
"21/03/2000","627.67","875.67","932.39","960.00"
"20/03/2000","647.00","909.00","961.78","992.00"
"17/03/2000","664.33","936.00","990.03","1,023.00"
"16/03/2000","675.00","956.33","1,010.56","1,039.00"
"15/03/2000","663.67","916.00","980.46","1,012.00"
"14/03/2000","649.83","902.00","962.00","999.00"
"13/03/2000","633.83","879.67","940.29","972.00"
"10/03/2000","630.33","875.33","935.49","969.00"
"09/03/2000","641.67","890.67","953.05","984.00"
"08/03/2000","635.00","876.33","940.58","983.00"
"07/03/2000","640.00","877.67","943.70","985.00"
"06/03/2000","627.67","856.67","922.26","960.00"
"03/03/2000","626.33","859.33","925.05","962.00"
"02/03/2000","617.33","838.00","907.05","939.00"
"01/03/2000","581.83","806.00","863.91","892.00"
"29/02/2000","578.00","790.67","851.85","885.00"
"28/02/2000","562.67","785.00","840.09","869.00"
"25/02/2000","564.00","791.67","845.33","863.00"
"24/02/2000","585.67","833.33","885.71","889.00"
"23/02/2000","581.33","826.33","879.85","876.00"
"22/02/2000","579.33","826.33","880.53","874.00"
"21/02/2000","582.33","829.83","880.91","893.00"
"18/02/2000","588.00","833.33","886.38","900.00"
"17/02/2000","586.17","834.33","887.61","900.00"
"16/02/2000","577.50","817.00","871.18","885.00"
"15/02/2000","579.33","819.33","872.05","886.00"
"14/02/2000","553.50","778.33","829.35","846.00"
"11/02/2000","561.83","793.33","845.39","858.00"
"10/02/2000","564.17","806.00","856.17","869.00"
"09/02/2000","563.33","804.33","855.61","864.00"
"08/02/2000","559.50","803.00","852.16","880.00"
"07/02/2000","562.50","802.67","848.58","868.00"
"04/02/2000","561.67","793.33","842.70","860.00"
"03/02/2000","559.00","799.67","848.18","862.00"
"02/02/2000","556.17","796.67","845.24","870.00"
"01/02/2000","546.33","790.67","836.76","860.00"
"31/01/2000","578.00","834.00","885.99","906.00"
"28/01/2000","594.33","861.67","912.27","931.00"
"27/01/2000","590.83","866.00","916.52","928.00"
"26/01/2000","596.50","873.67","925.81","925.00"
"25/01/2000","590.83","870.33","921.85","915.00"
"24/01/2000","591.17","879.00","927.57","926.00"
"21/01/2000","593.50","876.67","927.38","921.00"
"20/01/2000","589.17","873.67","923.18","914.00"
"19/01/2000","589.50","866.67","916.97","908.00"
"18/01/2000","584.83","863.00","910.35","900.00"
"17/01/2000","588.67","873.50","916.94","910.00"
"14/01/2000","597.00","884.00","930.51","919.00"
"13/01/2000","603.00","899.67","946.81","922.00"
"12/01/2000","591.67","874.00","924.22","900.00"
"11/01/2000","587.67","870.67","919.38","893.00"
"10/01/2000","589.00","872.00","918.02","894.00"
"07/01/2000","587.83","869.00","915.80","890.00"
"06/01/2000","579.17","858.33","906.05","875.00"
"05/01/2000","584.67","859.33","908.82","879.00"
"04/01/2000","585.67","864.33","911.15","885.00"
"03/01/2000","590.50","852.00","906.40","893.00"
"30/12/1999","595.33","870.00","914.76","913.00"
"29/12/1999","592.67","864.33","911.03","906.00"
"28/12/1999","601.67","864.00","918.10","912.00"
"27/12/1999","601.67","884.33","928.81","918.00"
"24/12/1999","610.67","872.17","929.61","917.00"
"23/12/1999","592.33","860.00","908.49","894.00"
"22/12/1999","582.33","848.67","892.31","885.00"
"21/12/1999","581.83","848.33","892.98","885.00"
"20/12/1999","583.00","846.00","891.02","883.00"
"17/12/1999","591.67","863.67","907.09","915.00"
"16/12/1999","595.17","880.00","919.90","904.00"
"15/12/1999","593.67","869.33","911.47","908.00"
"14/12/1999","589.67","865.67","907.83","902.00"
"13/12/1999","588.67","870.00","913.06","902.00"
"10/12/1999","607.67","899.00","942.36","928.00"
"09/12/1999","620.67","907.33","957.52","941.00"
"08/12/1999","615.67","909.00","955.21","932.00"
"07/12/1999","606.67","895.00","939.89","919.00"
"06/12/1999","589.00","867.00","911.15","891.00"
"03/12/1999","593.00","865.00","907.17","906.00"
"02/12/1999","603.00","873.00","918.52","915.00"
"01/12/1999","610.00","890.00","932.57","925.00"
"30/11/1999","637.33","923.00","969.22","962.00"
"29/11/1999","640.33","930.33","977.90","971.00"
"26/11/1999","600.33","905.67","935.46","924.00"
"25/11/1999","600.67","905.67","938.32","920.00"
"24/11/1999","605.83","881.00","927.88","910.00"
"23/11/1999","619.17","907.33","956.96","930.00"
"22/11/1999","601.17","881.33","927.97","898.00"
"19/11/1999","598.83","873.00","920.76","895.00"
"18/11/1999","585.67","856.67","902.21","874.00"
"17/11/1999","582.67","853.00","900.03","866.00"
"16/11/1999","583.17","852.00","897.88","871.00"
"15/11/1999","589.83","850.00","903.69","877.00"
"12/11/1999","567.83","834.00","875.54","848.00"
"11/11/1999","577.00","844.67","890.63","856.00"
"10/11/1999","576.00","859.00","898.08","860.00"
"09/11/1999","577.00","851.00","893.66","859.00"
"08/11/1999","584.00","854.33","899.61","868.00"
"05/11/1999","589.67","869.00","913.27","877.00"
"04/11/1999","600.17","893.00","938.82","898.00"
"03/11/1999","587.83","891.33","929.26","887.00"
"02/11/1999","596.50","883.67","932.25","889.00"
"01/11/1999","616.83","916.33","964.79","920.00"
"29/10/1999","612.67","910.00","958.90","912.00"
"28/10/1999","612.00","905.00","954.97","908.00"
"27/10/1999","609.67","903.00","953.82","906.00"
"26/10/1999","618.00","918.33","970.21","916.00"
"25/10/1999","609.17","912.33","962.83","902.00"
"22/10/1999","623.67","927.33","980.23","917.00"
"21/10/1999","638.17","958.33","1,014.00","938.00"
"20/10/1999","644.50","970.33","1,022.20","948.00"
"19/10/1999","644.17","975.33","1,026.22","950.00"
"18/10/1999","641.33","964.67","1,018.18","938.00"
"15/10/1999","658.67","986.33","1,043.02","959.00"
"14/10/1999","660.83","981.00","1,038.38","963.00"
"13/10/1999","662.67","990.00","1,043.46","970.00"
"12/10/1999","660.33","982.33","1,037.38","967.00"
"11/10/1999","656.83","967.33","1,026.69","965.00"
"08/10/1999","656.17","967.00","1,025.77","965.00"
"07/10/1999","655.00","960.33","1,020.98","952.00"
"06/10/1999","667.33","990.67","1,047.89","978.00"
"05/10/1999","686.00","1,012.33","1,072.80","1,004.00"
"04/10/1999","705.50","1,045.67","1,106.93","1,035.00"
"01/10/1999","717.00","1,065.67","1,126.35","1,053.00"
"30/09/1999","716.83","1,065.33","1,122.92","1,054.00"
"29/09/1999","729.00","1,078.33","1,138.19","1,073.00"
"28/09/1999","736.33","1,094.33","1,154.51","1,100.00"
"27/09/1999","715.33","1,060.67","1,119.50","1,072.00"
"24/09/1999","699.33","1,033.33","1,091.92","1,043.00"
"23/09/1999","683.17","997.00","1,060.35","1,017.00"
"22/09/1999","684.50","1,001.67","1,061.70","1,011.00"
"21/09/1999","677.33","982.33","1,044.01","996.00"
"20/09/1999","688.33","983.00","1,050.27","1,009.00"
"17/09/1999","659.50","956.67","1,014.11","975.00"
"16/09/1999","677.50","975.33","1,037.93","998.00"
"15/09/1999","681.00","980.67","1,039.20","999.00"
"14/09/1999","688.33","986.67","1,047.11","1,004.00"
"13/09/1999","677.67","975.00","1,032.87","994.00"
"10/09/1999","677.50","975.33","1,035.63","989.00"
"09/09/1999","683.50","996.33","1,056.55","1,001.00"
"08/09/1999","681.17","983.00","1,043.52","984.00"
"07/09/1999","675.50","964.00","1,025.90","968.00"
"06/09/1999","671.50","970.33","1,025.34","969.00"
"03/09/1999","683.33","976.67","1,037.94","979.00"
"02/09/1999","681.50","980.67","1,040.25","971.00"
"01/09/1999","706.33","1,005.67","1,070.55","1,011.00"
"31/08/1999","688.00","985.00","1,046.56","991.00"
"30/08/1999","684.50","964.33","1,030.25","986.00"
"27/08/1999","681.00","959.67","1,021.96","977.00"
"26/08/1999","676.33","954.67","1,014.80","973.00"
"25/08/1999","697.67","989.00","1,049.83","1,004.00"
"24/08/1999","701.67","997.33","1,060.18","1,008.00"
"23/08/1999","682.67","973.67","1,037.59","981.00"
"20/08/1999","682.67","987.00","1,045.50","982.00"
"19/08/1999","694.67","1,000.67","1,063.50","1,000.00"
"18/08/1999","703.67","997.67","1,063.75","1,009.00"
"17/08/1999","710.00","1,009.33","1,074.25","1,022.00"
"16/08/1999","712.33","1,020.33","1,081.56","1,023.00"
"13/08/1999","682.00","981.33","1,039.51","983.00"
"12/08/1999","694.00","994.00","1,056.00","992.00"
"11/08/1999","681.00","980.33","1,039.70","975.00"
"10/08/1999","686.00","987.67","1,049.41","978.00"
"09/08/1999","689.67","987.33","1,048.04","979.00"
"06/08/1999","699.00","1,013.00","1,071.59","994.00"
"05/08/1999","701.33","1,020.67","1,079.15","999.00"
"04/08/1999","709.33","1,021.67","1,086.03","677.00"
"03/08/1999","708.67","1,025.67","1,086.16","1,019.00"
"02/08/1999","715.67","1,032.33","1,094.98","1,027.00"
"30/07/1999","725.67","1,046.33","1,111.68","1,039.00"
"29/07/1999","735.00","1,057.00","1,122.82","1,047.00"
"28/07/1999","731.00","1,041.33","1,103.46","1,040.00"
"27/07/1999","757.33","1,080.67","1,142.74","1,075.00"
"26/07/1999","764.33","1,090.33","1,153.92","1,082.00"
"23/07/1999","771.83","1,095.00","1,157.46","1,106.00"
"22/07/1999","778.00","1,105.00","1,170.02","1,115.00"
"21/07/1999","763.17","1,070.00","1,136.60","1,082.00"
"20/07/1999","761.00","1,077.33","1,138.16","1,093.00"
"19/07/1999","731.17","1,033.67","1,088.94","1,071.00"
"16/07/1999","726.00","1,011.33","1,074.54","1,051.00"
"15/07/1999","722.33","1,005.67","1,070.23","1,044.00"
"14/07/1999","726.67","1,004.33","1,071.64","1,050.00"
"13/07/1999","722.83","999.00","1,063.87","1,045.00"
"12/07/1999","734.17","1,012.67","1,078.80","1,064.00"
"09/07/1999","738.00","1,019.67","1,084.24","1,064.00"
"08/07/1999","731.67","1,011.33","1,076.75","1,058.00"
"07/07/1999","731.67","1,013.67","1,078.58","1,055.00"
"06/07/1999","751.67","1,049.00","1,115.10","1,088.00"
"05/07/1999","769.83","1,067.00","1,141.26","1,116.00"
"02/07/1999","771.00","1,085.00","1,152.23","1,127.00"
"01/07/1999","778.00","1,093.33","1,161.62","1,133.00"
"30/06/1999","768.83","1,075.67","1,145.04","1,111.00"
"29/06/1999","773.33","1,089.67","1,156.42","1,118.00"
"28/06/1999","770.83","1,083.00","1,152.62","1,111.00"
"25/06/1999","766.33","1,073.67","1,146.87","1,095.00"
"24/06/1999","779.00","1,077.33","1,156.00","1,117.00"
"23/06/1999","797.67","1,121.33","1,191.28","1,155.00"
"22/06/1999","824.33","1,173.00","1,242.15","1,205.00"
"21/06/1999","838.17","1,193.00","1,262.95","1,224.00"
"18/06/1999","810.67","1,178.33","1,235.47","1,189.00"
"17/06/1999","783.33","1,116.00","1,182.79","1,146.00"
"16/06/1999","794.83","1,128.33","1,196.10","1,159.00"
"15/06/1999","795.50","1,136.33","1,204.31","1,156.00"
"14/06/1999","760.67","1,080.33","1,153.21","1,106.00"
"11/06/1999","766.83","1,098.67","1,167.29","1,113.00"
"10/06/1999","767.17","1,083.00","1,156.44","1,102.00"
"09/06/1999","790.00","1,124.67","1,195.02","1,146.00"
"08/06/1999","796.17","1,134.33","1,206.17","1,156.00"
"07/06/1999","756.33","1,070.67","1,140.53","1,107.00"
"04/06/1999","754.83","1,072.67","1,142.16","1,108.00"
"03/06/1999","746.67","1,048.67","1,123.72","1,086.00"
"02/06/1999","673.00","937.33","1,009.78","975.00"
"01/06/1999","661.17","924.00","994.01","949.00"
"28/05/1999","658.17","915.67","985.09","942.00"
"27/05/1999","665.00","920.33","990.77","947.00"
"26/05/1999","654.33","907.00","976.03","931.00"
"25/05/1999","658.50","918.33","986.74","930.00"
"24/05/1999","679.17","941.00","1,011.81","957.00"
"21/05/1999","693.00","967.67","1,038.72","984.00"
"20/05/1999","699.33","991.33","1,059.22","996.00"
"19/05/1999","699.83","991.67","1,061.16","995.00"
"18/05/1999","694.17","985.33","1,054.96","989.00"
"17/05/1999","706.67","1,004.67","1,073.99","1,006.00"
"14/05/1999","700.00","995.67","1,063.64","994.00"
"13/05/1999","714.67","1,021.00","1,088.72","1,024.00"
"12/05/1999","715.67","1,018.00","1,088.06","1,020.00"
"11/05/1999","713.17","1,015.67","1,085.55","1,012.00"
"10/05/1999","696.00","993.00","1,063.91","985.00"
"07/05/1999","725.67","1,043.33","1,114.66","1,033.00"
"06/05/1999","733.67","1,067.33","1,132.61","1,051.00"
"05/05/1999","735.50","1,058.67","1,129.52","1,058.00"
"04/05/1999","736.67","1,047.00","1,120.33","1,056.00"
"03/05/1999","742.17","1,053.00","1,125.80","1,065.00"
"30/04/1999","747.67","1,056.67","1,130.07","1,068.00"
"29/04/1999","727.67","1,033.33","1,102.24","1,041.00"
"28/04/1999","723.33","1,024.67","1,095.57","1,031.00"
"27/04/1999","717.67","1,018.67","1,088.53","1,022.00"
"26/04/1999","737.50","1,045.33","1,116.35","1,053.00"
"23/04/1999","745.50","1,065.33","1,135.76","1,066.00"
"22/04/1999","758.50","1,081.00","1,151.78","1,087.00"
"21/04/1999","787.17","1,120.67","1,192.31","1,124.00"
"20/04/1999","786.83","1,124.00","1,196.40","1,122.00"
"19/04/1999","795.83","1,133.33","1,206.36","1,137.00"
"16/04/1999","799.17","1,139.67","1,213.34","1,133.00"
"15/04/1999","812.17","1,149.00","1,226.95","1,143.00"
"14/04/1999","802.33","1,141.33","1,217.71","1,126.00"
"13/04/1999","792.67","1,134.67","1,206.72","1,118.00"
"12/04/1999","800.33","1,135.00","1,212.57","1,118.00"
"09/04/1999","797.67","1,123.00","1,202.33","1,115.00"
"08/04/1999","787.33","1,118.67","1,192.13","1,100.00"
"07/04/1999","822.50","1,166.00","1,239.93","1,148.00"
"06/04/1999","833.33","1,186.33","1,255.19","1,166.00"
"05/04/1999","833.58","1,193.33","1,262.21","1,178.00"
"01/04/1999","833.83","1,191.67","1,264.90","1,172.00"
"31/03/1999","851.00","1,223.00","1,298.92","1,203.00"
"30/03/1999","841.67","1,210.00","1,283.30","1,193.00"
"29/03/1999","838.00","1,214.67","1,284.54","1,198.00"
"26/03/1999","834.67","1,201.67","1,277.75","1,191.00"
"25/03/1999","828.67","1,203.00","1,277.26","1,175.00"
"24/03/1999","831.00","1,218.33","1,290.73","1,182.00"
"23/03/1999","838.83","1,222.67","1,295.91","1,189.00"
"22/03/1999","824.50","1,197.00","1,269.60","1,164.00"
"19/03/1999","848.33","1,234.33","1,308.24","1,197.00"
"18/03/1999","854.33","1,240.67","1,315.80","1,197.00"
"17/03/1999","858.83","1,248.00","1,324.27","1,203.00"
"16/03/1999","848.83","1,233.00","1,305.41","1,197.00"
"15/03/1999","850.50","1,229.33","1,303.72","1,192.00"
"12/03/1999","857.00","1,245.00","1,321.96","1,208.00"
"11/03/1999","846.83","1,224.33","1,300.54","1,201.00"
"10/03/1999","869.33","1,256.00","1,334.33","1,217.00"
"09/03/1999","886.67","1,269.00","1,348.13","1,238.00"
"08/03/1999","876.83","1,253.67","1,331.37","1,224.00"
"05/03/1999","876.83","1,254.33","1,331.81","1,227.00"
"04/03/1999","884.67","1,260.67","1,339.99","1,237.00"
"03/03/1999","873.00","1,247.00","1,327.33","1,216.00"
"02/03/1999","881.50","1,267.33","1,344.66","1,230.00"
"01/03/1999","915.17","1,309.00","1,389.04","1,271.00"
"26/02/1999","922.00","1,309.33","1,392.80","1,268.00"
"25/02/1999","923.67","1,322.33","1,401.62","1,268.00"
"24/02/1999","935.00","1,330.67","1,413.10","1,291.00"
"23/02/1999","932.17","1,336.67","1,417.17","1,291.00"
"22/02/1999","928.33","1,338.67","1,422.33","1,290.00"
"19/02/1999","941.33","1,354.33","1,440.87","1,298.00"
"18/02/1999","919.00","1,338.00","1,419.27","1,265.00"
"17/02/1999","917.50","1,334.67","1,416.11","1,261.00"
"16/02/1999","914.83","1,327.33","1,409.48","1,255.00"
"15/02/1999","895.67","1,321.33","1,389.05","1,236.00"
"12/02/1999","891.00","1,291.33","1,370.92","1,215.00"
"11/02/1999","911.67","1,311.33","1,396.12","1,236.00"
"10/02/1999","908.33","1,313.67","1,395.63","1,233.00"
"09/02/1999","901.00","1,312.33","1,392.08","1,232.00"
"08/02/1999","903.33","1,316.00","1,394.85","1,240.00"
"05/02/1999","909.67","1,336.00","1,411.72","1,250.00"
"04/02/1999","915.67","1,343.33","1,421.85","1,259.00"
"03/02/1999","916.50","1,351.67","1,424.84","1,255.00"
"02/02/1999","909.33","1,345.33","1,418.57","1,249.00"
"01/02/1999","915.00","1,344.33","1,420.93","1,256.00"
"29/01/1999","922.17","1,360.67","1,436.99","1,265.00"
"28/01/1999","913.83","1,344.00","1,422.46","1,246.00"
"27/01/1999","911.83","1,337.00","1,417.87","1,233.00"
"26/01/1999","913.67","1,350.00","1,430.99","1,237.00"
"25/01/1999","910.50","1,344.33","1,424.15","1,232.00"
"22/01/1999","913.67","1,352.00","1,430.07","1,235.00"
"21/01/1999","932.67","1,384.67","1,461.46","1,262.00"
"20/01/1999","927.67","1,371.33","1,447.86","1,251.00"
"19/01/1999","921.00","1,369.67","1,445.95","1,245.00"
"18/01/1999","914.00","1,383.67","1,444.67","1,245.00"
"15/01/1999","938.00","1,397.67","1,471.53","1,270.00"
"14/01/1999","940.67","1,413.33","1,482.81","1,267.00"
"13/01/1999","938.83","1,409.00","1,476.62","1,262.00"
"12/01/1999","952.17","1,414.67","1,481.54","1,284.00"
"11/01/1999","957.83","1,436.67","1,501.53","1,302.00"
"08/01/1999","939.00","1,400.00","1,467.66","1,271.00"
"07/01/1999","937.33","1,405.00","1,472.50","1,262.00"
"06/01/1999","931.00","1,404.00","1,470.35","1,255.00"
"05/01/1999","927.67","1,392.00","1,461.28","1,240.00"
"04/01/1999","920.00","1,391.33","1,456.35","1,234.00"
"31/12/1998","921.50","1,400.67","1,462.83","1,243.00"
"30/12/1998","923.00","1,401.33","1,464.96","1,248.00"
"29/12/1998","924.00","1,414.67","1,482.80","1,262.00"
"28/12/1998","923.33","1,418.00","1,481.69","1,266.00"
"24/12/1998","922.67","1,408.67","1,474.25","1,258.00"
"23/12/1998","929.00","1,416.33","1,484.37","1,265.00"
"22/12/1998","929.00","1,423.33","1,487.89","1,268.00"
"21/12/1998","924.00","1,403.00","1,475.14","1,257.00"
"18/12/1998","939.00","1,427.67","1,499.10","1,270.00"
"17/12/1998","952.33","1,447.33","1,517.53","1,286.00"
"16/12/1998","952.67","1,468.33","1,529.41","1,296.00"
"15/12/1998","953.67","1,453.33","1,526.48","1,289.00"
"14/12/1998","942.67","1,438.00","1,510.65","1,272.00"
"11/12/1998","947.67","1,441.00","1,514.46","1,276.00"
"10/12/1998","960.67","1,453.33","1,522.46","1,288.00"
"09/12/1998","970.33","1,458.33","1,529.30","1,300.00"
"08/12/1998","970.00","1,456.67","1,525.96","1,300.00"
"07/12/1998","988.67","1,485.00","1,555.56","1,330.00"
"04/12/1998","991.00","1,489.33","1,564.50","1,336.00"
"03/12/1998","1,003.33","1,507.33","1,583.32","1,351.00"
"02/12/1998","1,002.33","1,494.00","1,574.18","1,343.00"
"01/12/1998","997.00","1,481.33","1,559.78","1,334.00"
"30/11/1998","992.33","1,473.33","1,550.23","1,335.00"
"27/11/1998","1,006.33","1,489.50","1,572.36","1,358.00"
"26/11/1998","1,009.00","1,489.50","1,577.33","1,366.00"
"25/11/1998","1,013.67","1,505.67","1,589.16","1,376.00"
"24/11/1998","1,009.00","1,498.00","1,579.89","1,367.00"
"23/11/1998","1,015.33","1,505.33","1,586.25","1,375.00"
"20/11/1998","1,012.33","1,501.33","1,582.68","1,360.00"
"19/11/1998","1,018.67","1,526.67","1,606.46","1,372.00"
"18/11/1998","1,028.67","1,545.00","1,627.09","1,380.00"
"17/11/1998","1,026.33","1,541.67","1,624.33","1,387.00"
"16/11/1998","1,026.67","1,541.67","1,624.12","1,376.00"
"13/11/1998","1,003.67","1,512.00","1,585.38","1,361.00"
"12/11/1998","1,003.33","1,495.00","1,571.49","1,352.00"
"11/11/1998","1,005.00","1,498.00","1,578.07","1,346.00"
"10/11/1998","1,010.67","1,513.67","1,589.90","1,361.00"
"09/11/1998","1,001.67","1,493.00","1,571.75","1,349.00"
"06/11/1998","1,012.67","1,509.33","1,590.52","1,346.00"
"05/11/1998","1,029.33","1,540.67","1,620.77","1,369.00"
"04/11/1998","1,031.00","1,546.33","1,620.60","1,379.00"
"03/11/1998","1,030.00","1,538.00","1,616.15","1,616.00"
"02/11/1998","1,032.67","1,551.33","1,628.49","1,628.00"
"30/10/1998","1,024.67","1,543.33","1,621.63","1,622.00"
"29/10/1998","1,024.33","1,539.33","1,620.86","1,621.00"
"28/10/1998","1,019.33","1,531.00","1,609.28","1,609.00"
"27/10/1998","1,033.00","1,547.00","1,629.16","1,629.00"
"26/10/1998","1,033.00","1,558.67","1,641.60","1,642.00"
"23/10/1998","1,035.33","1,570.00","1,653.18","1,653.00"
"22/10/1998","1,039.33","1,577.33","1,661.78","1,662.00"
"21/10/1998","1,037.00","1,578.67","1,663.50","1,663.00"
"20/10/1998","1,045.67","1,598.67","1,683.81","1,684.00"
"19/10/1998","1,030.33","1,569.00","1,651.60","1,652.00"
"16/10/1998","1,032.33","1,574.33","1,657.76","1,658.00"
"15/10/1998","1,043.33","1,587.00","1,673.73","1,674.00"
"14/10/1998","1,020.33","1,556.33","1,640.42","1,640.00"
"13/10/1998","1,014.00","1,540.33","1,624.97","1,625.00"
"12/10/1998","1,027.00","1,557.33","1,639.42","1,639.00"
"09/10/1998","1,025.33","1,564.00","1,651.51","1,652.00"
"08/10/1998","1,023.33","1,572.67","1,658.26","1,658.00"
"07/10/1998","1,031.33","1,563.00","1,648.31","1,648.00"
"06/10/1998","1,044.33","1,569.33","1,655.43","1,655.00"
"05/10/1998","1,037.00","1,565.67","1,651.09","1,651.00"
"02/10/1998","1,028.67","1,554.67","1,645.86","1,646.00"
"01/10/1998","1,022.67","1,550.00","1,638.28","1,638.00"
"30/09/1998","1,027.00","1,550.00","1,639.19","1,639.00"
"29/09/1998","1,040.33","1,580.67","1,669.18","1,669.00"
"28/09/1998","1,033.67","1,569.00","1,657.51","1,658.00"
"25/09/1998","1,026.67","1,554.67","1,642.56","1,643.00"
"24/09/1998","1,043.33","1,573.33","1,661.19","1,661.00"
"23/09/1998","1,046.00","1,562.33","1,652.96","1,653.00"
"22/09/1998","1,041.33","1,559.00","1,648.80","1,649.00"
"21/09/1998","1,038.00","1,552.67","1,642.99","1,643.00"
"18/09/1998","1,038.67","1,547.33","1,640.25","1,640.00"
"17/09/1998","1,039.33","1,553.33","1,645.81","1,646.00"
"16/09/1998","1,056.67","1,579.67","1,667.47","1,667.00"
"15/09/1998","1,065.67","1,600.67","1,684.06","1,684.00"
"14/09/1998","1,084.33","1,629.33","1,715.94","1,716.00"
"11/09/1998","1,074.33","1,620.00","1,707.77","1,708.00"
"10/09/1998","1,095.33","1,656.33","1,741.35","1,741.00"
"09/09/1998","1,099.00","1,638.00","1,725.02","1,725.00"
"08/09/1998","1,098.67","1,639.00","1,721.42","1,721.00"
"07/09/1998","1,089.00","1,641.00","1,721.35","1,721.00"
"04/09/1998","1,094.33","1,643.00","1,727.96","1,728.00"
"03/09/1998","1,094.00","1,647.00","1,732.53","1,733.00"
"02/09/1998","1,104.00","1,655.33","1,740.92","1,741.00"
"01/09/1998","1,098.33","1,648.00","1,734.71","1,735.00"
"31/08/1998","1,094.67","1,653.67","1,733.75","1,734.00"
"28/08/1998","1,091.00","1,631.33","1,718.80","1,719.00"
"27/08/1998","1,095.33","1,617.33","1,702.40","1,702.00"
"26/08/1998","1,094.67","1,601.67","1,689.32","1,689.00"
"25/08/1998","1,081.67","1,586.33","1,672.02","1,672.00"
"24/08/1998","1,084.67","1,590.00","1,676.32","1,676.00"
"21/08/1998","1,103.33","1,607.67","1,695.99","1,696.00"
"20/08/1998","1,109.33","1,613.33","1,700.48","1,700.00"
"19/08/1998","1,104.67","1,604.33","1,689.41","1,689.00"
"18/08/1998","1,102.33","1,595.33","1,680.11","1,680.00"
"17/08/1998","1,099.67","1,591.00","1,676.14","1,676.00"
"14/08/1998","1,080.67","1,563.00","1,646.98","1,647.00"
"13/08/1998","1,077.33","1,561.67","1,648.38","1,648.00"
"12/08/1998","1,079.67","1,578.00","1,658.64","1,659.00"
"11/08/1998","1,090.67","1,585.67","1,674.56","1,675.00"
"10/08/1998","1,105.33","1,613.33","1,700.52","1,701.00"
"07/08/1998","1,095.67","1,597.00","1,682.84","1,683.00"
"06/08/1998","1,095.33","1,598.33","1,685.32","1,685.00"
"05/08/1998","1,093.67","1,597.33","1,684.92","1,685.00"
"04/08/1998","1,093.67","1,595.33","1,682.44","1,682.00"
"03/08/1998","1,083.33","1,571.00","1,658.04","1,658.00"
"31/07/1998","1,083.00","1,583.67","1,669.20","1,669.00"
"30/07/1998","1,078.67","1,581.00","1,667.05","1,667.00"
"29/07/1998","1,098.67","1,611.00","1,699.60","1,700.00"
"28/07/1998","1,077.00","1,583.67","1,672.17","1,672.00"
"27/07/1998","1,088.33","1,609.67","1,697.13","1,697.00"
"24/07/1998","1,100.00","1,629.67","1,717.08","1,717.00"
"23/07/1998","1,103.00","1,621.33","1,708.01","1,708.00"
"22/07/1998","1,101.00","1,614.67","1,702.25","1,702.00"
"21/07/1998","1,110.33","1,634.33","1,722.17","1,722.00"
"20/07/1998","1,119.00","1,660.00","1,742.71","1,743.00"
"17/07/1998","1,114.67","1,640.33","1,726.22","1,726.00"
"16/07/1998","1,103.33","1,627.00","1,708.33","1,708.00"
